Empresa;CUIT;Expte;Calle;Nro;Piso;Dpto;CPA;Localidad;Provincia;Telefono;RegComercializacion;RegFabricacion;Dispo;FechaDispo;Vence
J.T. ARGENTINA S.A.;30-69213614-0;EXPCNC E 9819/1998;ARMENIA;2260;1;8;C1425FBF;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-1323;0;3500 GI/1998;08/09/1998;08/09/2001
JAEJ S.A.;30-60656652-9;EXPENACOM 8268/2016;CATAMARCA;3426;          ;    ;1640;MARTINEZ;BUENOS AIRES;(011  )4717-1011;30-2967;0;11377 APN-DNAYRT#ENACOM/2024;22/10/2024;22/10/2027
JAEJ S.A.;30-60656652-9;EXPENACOM 8268/2016;COSTANERA;1221;1;    ;1107;CABA;CIUDAD DE BUENOS AIRES;(011  )4717-1011;30-2967;0;11377 APN-DNAYRT#ENACOM/2024;22/10/2024;22/10/2027
JARSE INDUSTRIAL Y COMERCIAL SOCIEDAD ANONIMA;30-70927346-5;EX- -APN-SDYME#ENACOM 26738264/2018;MANUEL GARCIA;120/124;          ;    ;1284;CABA;CIUDAD DE BUENOS AIRES;(011  )4308-1838;30-2434;0;3186 APN-DNAYRT#ENACOM/2018;22/06/2018;22/06/2021
JENCK S.A.;30-63288438-5;EX- -APN-SDYME#ENACOM 54034302/2019;ALVAREZ THOMAS;228;          ;    ;C1427CCP;CABA;CIUDAD DE BUENOS AIRES;;30-2948;0;6758 APN-DNAYRT#ENACOM/2024;15/07/2024;15/07/2027
JOHNSON & JOHNSON MEDICAL S.A.;30-59849850-0;EXPAFTIC 5901/2015;MENDOZA;1259;          ;    ;C1428DJG;CABA;CIUDAD DE BUENOS AIRES;(011  )4708-6765;30-2151;0;680 DINAPTIC/2015;02/12/2015;02/12/2018
JOHNSON CONTROLS BE ARGENTINA S.R.L.;30-57454003-4;EX- -APN-SDYME#ENACOM 84072554/2019;CARLOS PELLEGRINI;1135;6;    ;1009;CABA;CIUDAD DE BUENOS AIRES;(011  )4706-7976;30-2548;0;10719 APN-DNAYRT#ENACOM/2019;08/10/2019;08/10/2022
JORDACHE ARGENTINA S.A.;33-62804738-9;;CNEL. APOLINARIO FIGUEROA;872;          ;    ;C1416DPH;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4581-1577;30-1210;0;322 CN/1994;18/02/1994;18/02/1997
JP SERVICIOS S.A.;30-69995303-9;EX- -APN-SDYME#ENACOM 12945604/2018;CARLOS PELLEGRINI;763;3;    ;1009;CABA;CIUDAD DE BUENOS AIRES;(011  )5219-4861;30-2423;0;2288 APN-DNAYRT#ENACOM/2018;25/04/2018;25/04/2021
JUAN DEBERNARDI S.R.L.;30-60422370-5;EX- -APN-REYS#ENACOM 124765495/2023;SOLER;3330;1;    ;1425;CABA;CIUDAD DE BUENOS AIRES;(011  )4962-8442;30-2900;0;8821 -APN-DNAYRT#ENACOM/2023;06/11/2023;06/11/2026
JUEGOS DE VIDEO ARGENTINA S.R.L.;30-71545457-9;EXPENACOM 12994/2017;LIBERTADOR;5930;          ;    ;1428;CABA;CIUDAD DE BUENOS AIRES;(011  )5367-4362;30-2347;0;226 APN-DNPYC#ENACOM/2017;08/09/2017;17/01/2021
JUKEBOX S.A.;30-71010577-0;EX- -APN-SDYME#ENACOM 45679314/2019;BONPLAND;1248;2;A   ;1414;CABA;CIUDAD DE BUENOS AIRES;(011  )4958-9800;30-2521;0;7042 APN-DNAYRT#ENACOM/2019;24/05/2019;24/05/2022
JUKI S.A.C.I.F.I.A.;33-52328758-9;EXPCNC 9465/2006;ARDOINO;1004;          ;    ;B1704EIV;RAMOS MEJIA;BUENOS AIRES;(011  )4653-5714;30-1599;0;728 GI/2012;07/03/2012;07/03/2015
JUKI S.A.C.I.F.I.A.;33-52328758-9;EXPCNC 9465/2006;CORRIENTES;524;10;    ;C1043AAS;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4003-5700;30-1599;0;728 GI/2012;07/03/2012;07/03/2015
JUMBO RETAIL ARGENTINA S.A.;30-70877296-4;EXPCNC 10150/2014;SUIPACHA;1111;18;    ;C1008AAW;CABA;CIUDAD DE BUENOS AIRES;(011  )4733-1000;30-2013;0;2805 GI/2014;19/08/2014;19/08/2017
JUNIPER NETWORKS ARGENTINA S.R.L.;30-71433664-5;EX- -APN-SDYME#ENACOM 23074676/2018;CERRITO;1070;3;71;1010;CABA;CIUDAD DE BUENOS AIRES;(011  )5383-3544;30-2901;0;9639 APN-DNAYRT#ENACOM/2023;09/11/2023;09/11/2026
JUNIPER NETWORKS MEXICO S.A. DE C.V.;30-70840548-1;EXPCNC 11165/2007;ALEM LEANDRO NICEFORO;1110;13;    ;C1001AAT;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4310-2200;30-1673;0;3134 GI/2011;17/08/2011;17/08/2014
K.M.G. FUEGUINA S.A.;30-71189252-0;EXPENACOM 10243/2017;GRAL O HIGGINS;156;          ;    ;V9420CGD;RIO GRANDE;TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR;(011  )5282-7400;30-2324;0;274 -APN-DNAYRT#ENACOM/2017;28/06/2017;17/01/2021
K.M.G. FUEGUINA S.A.;30-71189252-0;EXPENACOM 10243/2017;OLAZABAL;1515;12;1201;C1428DGG;CABA;CIUDAD DE BUENOS AIRES;(011  )5282-7400;30-2324;0;274 -APN-DNAYRT#ENACOM/2017;28/06/2017;17/01/2021
K.R.M. INGENIERIA S.A.C.I.A.F.S.;30-57807760-6;EXPCNC 6421/2004;VIAMONTE;377;7°        ;    ;C1053ABG;CABA;CIUDAD DE BUENOS AIRES;(011  )5666-5625;30-1492;0;11544 APN-DNAYRT#ENACOM/2019;30/10/2019;30/10/2022
KANSAI S.R.L.;33-68579955-9;;ALSINA DOCTOR ADOLFO;1441;3;309;C1088AAK;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4322-5513;30-1034;0;225 CN/1991;24/05/1991;24/05/1994
KAPSCH TRAFFICCOM TRANSPORTATION ARGENTINA S.A.;30-70705148-1;EX- -APN-REYS#ENACOM 7598120/2024;CABILDO;86;7;    ;1426;CABA;CIUDAD DE BUENOS AIRES;(011  )4775-0203;30-2909;0;1325 -APN-DNAYRT#ENACOM/2024;17/02/2024;17/02/2027
KARCHER S.A.;30-71098851-6;EXPCNC 8729/2013;CORDOBA;950;12;C   ;C1054AAV;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-1941;0;3395 GI/2013;04/09/2013;04/09/2016
KARCHER S.A.;30-71098851-6;EXPCNC 8729/2013;PANAMERICANA;28644;          ;    ;B1611GFZ;DON TORCUATO;BUENOS AIRES;(011  )4748-5000;30-1941;0;3395 GI/2013;04/09/2013;04/09/2016
KARL STORZ ENDOSCOPIA ARGENTINA S.A.;30-67820498-2;EX- -APN-REYS#ENACOM 91492640/2024;CECILIA GRIERSON;255;6;    ;1107;CABA;CIUDAD DE BUENOS AIRES;(011  )4718-0919;30-2964;0;8338 APN-DNAYRT#ENACOM/2024;03/09/2024;03/09/2027
KELCOM S.R.L.;30-71110764-5;EXPCNC 4889/2010;PROMETEO;3036;          ;    ;C1429AUB;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4542-9664;30-1782;0;2194 GI/2010;28/06/2010;28/06/2013
KEYTECH S.A.;30-60747569-1;EXPCNC E 15261/1998;DEL LIBERTADOR;250;          ;    ;B1638BEO;VICENTE LOPEZ;BUENOS AIRES;(011  )4796-1211;30-1179;0;5463 GI/1998;29/12/1998;29/12/2001
KEYTEL S.R.L.;33-65007479-9;;AVDA. CORRIENTES;2565;6;4;1046;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-795;0;4166 SU/1986;12/09/1986;12/09/1989
KIA ARGENTINA S.A.;30-70753507-1;EXPAFTIC 7398/2015;BOUCHARD;680;          ;    ;C1008AAW;CABA;CIUDAD DE BUENOS AIRES;(011  )4719-7722;30-2610;0;2105 APN-DNAYRT#ENACOM/2020;03/06/2020;03/06/2023
KIA ARGENTINA S.A.;30-70753507-1;EXPAFTIC 7398/2015;SUCRE;1932;          ;    ;B1643AQN;BECCAR;BUENOS AIRES;(011  )4719-7722;30-2610;0;2105 APN-DNAYRT#ENACOM/2020;03/06/2020;03/06/2023
KINGVOX INDUSTRIAL Y COMERCIAL S.R.L.;30-50469372-0;;AVDA. JUAN B. JUSTO;7202;          ;    ;C1407FAX;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-742;02-338;4059 SU/1986;17/04/1986;17/04/1989
KM OFFICE SOLUTIONS S.A.;30-70757787-4;EXPCNC 10890/2006;ITUZAINGO;1151;1;    ;C1272AFI;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4300-8500;30-1612;0;1530 GI/2009;24/01/2007;24/01/2010
KODAK ALARIS S.A.I.C.;33-71423088-9;EXPCNC 12528/2014;SAN VLADIMIRO;3056;1;5Y6 ;B1642GMB;SAN ISIDRO;BUENOS AIRES;(011  )3160-0698;30-2681;0;541 APN-DNAYRT#ENACOM/2021;18/02/2021;18/02/2024
KODAK ALARIS S.A.I.C.;33-71423088-9;EXPCNC 12528/2014;VIAMONTE;611;          ;    ;C1053ABM;CABA;CIUDAD DE BUENOS AIRES;;30-2681;0;541 APN-DNAYRT#ENACOM/2021;18/02/2021;18/02/2024
KODAK ARGENTINA S.A.I.C.;30-52564969-1;EXPCNC 4233/2006;BONPLAND;1930;          ;    ;C1414CMZ;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4773-6105;30-1575;0;1378 GI/2010;26/04/2010;26/04/2013
KODAK ARGENTINA S.A.I.C.;30-52564969-1;EXPCNC 4233/2006;COSTA RICA;5379;          ;    ;B1667JUU;TORTUGUITAS;BUENOS AIRES;(03327)45  -8145;30-1575;0;1378 GI/2010;26/04/2010;26/04/2013
KOE S.A.;30-70955430-8;;LAMADRID;1509;          ;    ;2400;SAN FRANCISCO (DPTO. SAN JUSTO);CORDOBA;;30-1148;0;709 CN/1991;30/11/1991;30/11/1994
KOLKE ARGENTINA S.A.;30-70894948-1;EXPCNC 10696/2005;USPALLATA;1992;PA        ;    ;C1282AEH;CABA;CIUDAD DE BUENOS AIRES;(011  )4304-8222;30-2181;0;2035 ENACOM/2016;29/04/2016;29/04/2019
KOMBI ELECTRONICA S.A.;30-56963489-6;EXPCNC 3298/2002;VICENTE LOPEZ;2240;4°        ;F   ;C1128ACJ;CABA;CIUDAD DE BUENOS AIRES;(011  )3972-9238;30-2141;0;527 DINAPTIC/2015;11/11/2015;11/11/2018
KOMPUSUR S.A.;30-60933119-0;EXPAFTIC 405/2015;CHASCOMUS;5602;          ;    ;C1440AQ ;CABA;CIUDAD DE BUENOS AIRES;(011  )4114-9900;30-2517;02-584;6107 APN-DNAYRT#ENACOM/2019;09/05/2019;09/05/2022
KOPY RIGHT S.R.L.;30-63611773-7;;AVDA. CARLOS FOREST;888;          ;    ;C1427CES;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4551-6016;30-983;0;526 SU/1990;17/10/1990;17/10/1993
KORES S.A.;33-52532069-9;;SANTA MAGDALENA;673;          ;    ;C1277ACG;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-937;0;4241 SU/1988;27/12/1988;27/12/1991
KRIKORIAN, AVAK ARMEN;20-14011197-0;EXPCNC 9242/2007;FLORIDA;537;          ;PB  ;C1005AAK;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4322-5774;30-1671;0;5469 GI/2007;29/11/2007;29/11/2010
KRONE COMUNICACIONES S.A.;33-68896621-9;EXPCNC E 5378/1997;IRIARTE;1607;          ;    ;C1291ABG;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4302-2121;30-1298;0;1964 GI/1997;06/08/1997;06/08/2000
KRONEN INTERNACIONAL S.A.;30-60451400-9;EX- -APN-SDYME#ENACOM 14183679/2018;AV. CORRIENTES;330;          ;    ;1043;CABA;CIUDAD DE BUENOS AIRES;(011  )4489-4470;30-2436;0;3365 -APN-DNAYRT#ENACOM/2018;05/07/2018;05/07/2021
KSB COMPAÑIA SUDAMERICANA DE BOMBAS S.A.;33-50142415-9;EX- -APN-REYS#ENACOM 23005488/2024;25 DE MAYO;489;5;    ;1002;CABA;CIUDAD DE BUENOS AIRES;(011  )4044-4572;30-2935;0;4325 DNAYRT/2024;06/05/2024;06/05/2027
KSB COMPAÑIA SUDAMERICANA DE BOMBAS S.A.;33-50142415-9;EX- -APN-REYS#ENACOM 23005488/2024;ADER;3625;          ;    ;1606;CARAPACHAY;BUENOS AIRES;(011  )4766-3021;30-2935;0;4325 DNAYRT/2024;06/05/2024;06/05/2027
KYNDRYL ARGENTINA S.A.;30-71707223-1;EX- -APN-REYS#ENACOM 126179539/2021;ING. BUTTY;275;16;    ;1001;CABA;CIUDAD DE BUENOS AIRES;(011  )5286-6581;30-2783;0;1666 APN-DNAYRT#ENACOM/2022;20/03/2022;20/03/2025
L.I.E. LABORATORIO DE INGENIERIA ELECTRONICA S.R.L.;30-64927024-0;EXPCNC E 6332/1998;LAVALLE;1536;1°        ;4;C1048AAL;CABA;CIUDAD DE BUENOS AIRES;(011  )5218-4233;0;02-615;12586 APN-DNAYRT#ENACOM/2024;19/12/2024;19/12/2027
L.I.E. LABORATORIO DE INGENIERIA ELECTRONICA S.R.L.;30-64927024-0;EXPCNC E 6332/1998;SARGENTO ROMERO;1532;          ;    ;X5010AFB;CORDOBA;CORDOBA;(0351 )466 -7312;0;02-615;12586 APN-DNAYRT#ENACOM/2024;19/12/2024;19/12/2027
LA CASA DEL CALCULO ELECTRONICO;30-60037033-9;;TUCUMAN;1514;          ;    ;C1050AAF;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-1115;0;529 CN/1991;04/10/1991;04/10/1994
LA EMILIA S.A.;30-63916908-8;EX- -APN-REYS#ENACOM 93922506/2021;RAULET;55;          ;    ;C1437DMA;CABA;CIUDAD DE BUENOS AIRES;;30-2748;0;10768 APN-DNAYRT#ENACOM/2024;03/10/2024;03/10/2027
LA INDUSTRIAL ELECTRICA S.A.;30-64561473-5;EX- -APN-SDYME#ENACOM 15706544/2018;MONTIEL;3062;          ;    ;C1440EWF;CABA;CIUDAD DE BUENOS AIRES;(011  )5009-7041;30-2422;0;2258 APN-DNAYRT#ENACOM/2018;25/04/2018;25/04/2021
LABORATORIO DE TELECOMUNICACIONES S.A.;30-70308044-4;EXPCNC 5113/2005;CORDOBA;1184;1;A   ;C1055AAO;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4011-9200;30-1530;0;704 GI/2012;22/02/2012;22/02/2015
LABORATORIOS ALVEAR S.A.;30-71181638-7;EX- -APN-SDYME#ENACOM 8672829/2018;JUJUY;1197;2;D   ;1229;CABA;CIUDAD DE BUENOS AIRES;(011  )4308-4474;30-2840;0;6440 APN-DNAYRT#ENACOM/2022;31/10/2022;31/10/2025
LADE PROFESIONAL S.A.;30-61160581-8;EXPCNC 938/2010;SEGUROLA DR SATURNINO;1879;          ;    ;C1407AOK;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4639-8939;30-1911;0;1153 GI/2013;17/04/2013;17/04/2016
LAS TRES VICTORIAS S.A.;30-61661640-0;;ENTRE RIOS;1945;          ;    ;B7600EDI;MAR DEL PLATA;BUENOS AIRES;(0223 )42  -0443;30-1032;0;145 CN/1991;11/04/1991;11/04/1994
LAS TRES VICTORIAS S.A.;30-61661640-0;;VER EL EXPTE.;1;          ;    ;1001;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-1032;0;145 CN/1991;11/04/1991;11/04/1994
LATINOTCA.COM S.A.;30-70834665-5;EXPCNC 11026/2005;PARANA;194;          ;    ;C1017AAD;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4373-2226;30-1559;0;49 GI/2006;12/01/2006;12/01/2009
LE ALPI S.A.;30-58987023-5;;AVDA. CORRIENTES;4137;          ;    ;C1195AAA;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-561;0;144 GI/1983;01/01/1983;01/01/1986
LEANVAL SOCIEDAD ANONIMA;30-59947912-7;EXPAFTIC 6442/2015;FEDERICO ECHELAINE;675;          ;    ;V9420HBG;RIO GRANDE;TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR;(011  )6700-9481;30-2679;02-617;922 APN-DNAYRT#ENACOM/2025;22/04/2025;22/04/2028
LEANVAL SOCIEDAD ANONIMA;30-59947912-7;EXPAFTIC 6442/2015;USPALLATA;2776;          ;    ;1437;CABA;CIUDAD DE BUENOS AIRES;;30-2679;02-617;922 APN-DNAYRT#ENACOM/2025;22/04/2025;22/04/2028
LEDVANCE S.A.;30-50091427-7;EX- -APN-SDYME#ENACOM 12214048/2018;LAVALLE;1473;3;    ;1048;CABA;CIUDAD DE BUENOS AIRES;(011  )3754-8037;30-2997;0;714 APN-DNAYRT#ENACOM/2025;10/03/2025;10/03/2028
LEMMUK S.A.;30-70154340-4;;BROWN ALTE GUILLERMO;1050;          ;    ;B1842BKT;MONTE GRANDE;BUENOS AIRES;;30-923;02-423;4132 SU/1988;06/07/1988;06/07/1991
LENOVO (SPAIN), S.L. SUCURSAL ARGENTINA;30-70923764-7;EXPCNC 6551/2005;MEXICO;2051;3°        ;    ;B1640DLY;MARTINEZ;BUENOS AIRES;(011  )5070-5395;30-1536;0;211 DINAPTIC/2015;21/08/2015;21/08/2018
LENOVO (SPAIN), S.L. SUCURSAL ARGENTINA;30-70923764-7;EXPCNC 6551/2005;PARAGUAY;577;3°        ;    ;C1057AAE;CABA;CIUDAD DE BUENOS AIRES;(011  )5070-5395;30-1536;0;211 DINAPTIC/2015;21/08/2015;21/08/2018
LENOVO ARGENTINA S.R.L.;30-71473138-2;EXPENACOM 16479/2016;LIBERTADOR DEL AV.;7208;6;    ;1429;CABA;CIUDAD DE BUENOS AIRES;(011  )4836-7800;30-2607;0;5467 APN-DNAYRT#ENACOM/2023;12/06/2023;12/06/2026
LEXMARK INTERNATIONAL DE ARGENTINA INC.;30-68146634-3;EXPCNC E 10322/2000;MOREAU DE JUSTO ALICIA;1960;3;301;C1107AFN;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4319-8900;30-2027;02-652;9950 APN-DNAYRT#ENACOM/2023;14/11/2023;14/11/2026
LEXZAR MOBILE S.A.;30-70942203-7;EXPCNC 5881/2006;CALLAO;1870;3;    ;C1024AAR;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4808-9300;30-1584;0;3141 GI/2006;02/08/2006;02/08/2009
LEYRIA, FERNANDO GABRIEL;20-24318185-3;EXPENACOM 11077/2017;FACUNDO QUIROGA;2880;          ;    ;5009;CORDOBA;CORDOBA;(0351 )576 -0122;30-2337;0;363 -APN-DNAYRT#ENACOM/2017;19/07/2017;17/01/2021
LEYRIA, FERNANDO GABRIEL;20-24318185-3;EXPENACOM 11077/2017;JUN B JUSTO;3012;          ;    ;1416;CABA;CIUDAD DE BUENOS AIRES;(011  )5219-4554;30-2337;0;363 -APN-DNAYRT#ENACOM/2017;19/07/2017;17/01/2021
LG ELECTRONICS ARGENTINA S.A.;30-70728048-0;EXPCNC 8323/2004;JURAMENTO;1775;13;    ;1428;CABA;CIUDAD DE BUENOS AIRES;(011  )3411-5170;30-1504;0;4892 -APN-DNAYRT#ENACOM/2023;19/05/2023;01/01/2099
LGS REPRESENTACIONES S.R.L.;30-71071211-1;EXPCNC 1982/2014;TUCUMAN;540;15;E   ;C1049AAL;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4325-1774;30-1972;0;692 GI/2014;26/02/2014;26/02/2017
LGS REPRESENTACIONES S.R.L.;30-71071211-1;EXPCNC 1982/2014;USPALLATA;9850;          ;    ;1657;LOMA HERMOSA;BUENOS AIRES;(011  )4721-0957;30-1972;0;692 GI/2014;26/02/2014;26/02/2017
LIEFRINK Y MARX S.A.;30-54001929-7;EXPCNC E 15250/1998;FITZ ROY;173;          ;    ;1414;CABA;CIUDAD DE BUENOS AIRES;(011  )4856-4747;30-749;0;11342 APN-DNAYRT#ENACOM/2023;21/12/2023;21/12/2026
LIGURE S.R.L.;30-70906120-4;EXPCNC 12882/2011;CORRIENTES;3169;7;70;C1193AAD;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4861-2741;30-1857;0;5542 GI/2011;28/12/2011;28/12/2014
LIGURE S.R.L.;30-70906120-4;EXPCNC 12882/2011;FOTHERINGHAM;435;          ;    ;Q8302HBI;NEUQUEN;NEUQUEN;(0299 )578 -0402;30-1857;0;5542 GI/2011;28/12/2011;28/12/2014
LILUS S.A.;30-70901764-7;EXPCNC 5328/2008;AVDA. CORRIENTES;1820;4°        ;D   ;C1045AAN;CABA;CIUDAD DE BUENOS AIRES;(011  )4373-4578;30-2438;0;3699 -APN-DNAYRT#ENACOM/2018;08/08/2018;08/08/2021
LIMANSKY S.A.;30-52162910-6;EX- -APN-SDYME#ENACOM 41287120/2018;DE MAYO;1370;11;298;1086;CABA;CIUDAD DE BUENOS AIRES;(011  )5219-1519;30-2451;0;4509 APN-DNAYRT#ENACOM/2018;29/08/2018;29/08/2021
LIMANSKY S.A.;30-52162910-6;EX- -APN-SDYME#ENACOM 41287120/2018;INT. OCTAVIO ZOBBOLI;1895;          ;    ;2300;RAFAELA;SANTA FE;(03492)50  -7419;30-2451;0;4509 APN-DNAYRT#ENACOM/2018;29/08/2018;29/08/2021
LION VENTURES S.A.;30-71243200-0;EX- -APN-REYS#ENACOM 11215556/2022;COSTA RICA;5546;2;207;1414;CABA;CIUDAD DE BUENOS AIRES;(011  )5311-7555;30-2779;0;599 APN-DNAYRT#ENACOM/2022;22/02/2022;22/02/2025
LITION SOFT S.A.;30-70837679-1;EXPCNC 6553/2005;ALVAREZ THOMAS CNEL IGNACIO;198;2;G   ;C1427CCO;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )5246-0000;30-1535;0;3718 GI/2005;14/09/2005;14/09/2008
LJV S.A.;30-71211392-4;EXPAFTIC 4654/2015;ARTIGAS GRAL JOSE GERVASIO;1850;PB        ;    ;C1416AKR;CABA;CIUDAD DE BUENOS AIRES;(011  )4584-4699;30-2644;0;3441 APN-DNAYRT#ENACOM/2020;08/09/2020;08/09/2023
LJV S.A.;30-71211392-4;EXPAFTIC 4654/2015;CABILDO;738;          ;    ;1617;GENERAL PACHECO;BUENOS AIRES;(011  )6849-5420;30-2644;0;3441 APN-DNAYRT#ENACOM/2020;08/09/2020;08/09/2023
LOGI-NET S.A.;30-70871370-4;EXPCNC 6349/2006;ESCALADA DE SAN MARTIN REMEDIOS;3887;PB        ;    ;C1407EVK;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4568-6342;30-1586;0;3784 GI/2006;11/09/2006;11/09/2009
LOGI-NET S.A.;30-70871370-4;EXPCNC 6349/2006;SANABRIA;1871;8;    ;C1407MCI;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4639-0614;30-1586;0;3784 GI/2006;11/09/2006;11/09/2009
LOGITECH ARGENTINA S.R.L.;30-71234378-4;EX- -APN-REYS#ENACOM 54587470/2020;AVDA. LEANDRO ALEM;928;7°        ;721;C1001AAR;CABA;CIUDAD DE BUENOS AIRES;(011  )4559-3103;30-2636;0;7642 APN-DNAYRT#ENACOM/2023;09/10/2023;09/10/2026
LOGITECH ARGENTINA S.R.L.;30-71234378-4;EX- -APN-REYS#ENACOM 54587470/2020;LEANDRO N. ALEM;882;13;    ;1057;CABA;CIUDAD DE BUENOS AIRES;(011  )5219-4967;30-2636;0;7642 APN-DNAYRT#ENACOM/2023;09/10/2023;09/10/2026
LOGOTEC S.A.;33-58307108-9;EXPCNC 4636/2002;DORREGO CNEL MANUEL;2265;PB        ;    ;C1414CLE;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4774-1492;30-638;02-289;2966 CN/1993;09/06/1993;09/06/1996
LOGOTEC S.A.;33-58307108-9;EXPCNC 4636/2002;MERCEDES;255;7;H   ;C1407AHC;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4771-9211;30-638;02-289;2966 CN/1993;09/06/1993;09/06/1996
LOJACK ARGENTINA IMPORTADORA E INSTALADORA S.A.;30-68253084-3;EXPCNT E 28080/1996;ALEM LEANDRO NICEFORO;986;7;    ;C1001AAR;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4313-0066;30-1267;0;761 GI/1996;28/02/1996;28/02/1999
LQNET S.A.;33-71032510-9;EXPCNC 5746/2008;VICTOR HUGO;625;          ;    ;C1407BWK;CABA;CIUDAD DE BUENOS AIRES;(011  )2150-4153;30-2155;0;83 ENACOM/2016;22/02/2016;22/02/2019
LRC MICROONDAS S.R.L.;30-64450342-5;;LITUANIA;2353;          ;    ;X5004FGM;CORDOBA;CORDOBA;;30-1187;0;4458 CN/1993;01/09/1993;01/09/1996
LT ZERO S.R.L.;30-71094044-0;EX- -APN-REYS#ENACOM 68260744/2022;CALLAO;257;3;C   ;1022;CABA;CIUDAD DE BUENOS AIRES;(011  )6373-6807;30-3068;0;2232 APN-DNLAYR#ENACOM/2026;22/01/2026;22/01/2029
LUCENT TECHNOLOGIES S.A. ARGENTINA;33-64257998-9;EXPCNC 1728/2003;SAN MARTIN;344;29;    ;C1004AAH;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4340-8600;30-1285;0;4723 GI/2000;27/04/2000;27/04/2003
LUIS G. LEDESMA COMUNICACIONES S.A.;30-67918948-0;EXPCNT E 27075/1996;VENEZUELA;110;18;C   ;C1095AAD;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-1265;0;516 GI/1996;29/01/1996;29/01/1999
LUMENAC S.A.;30-60116615-8;EX- -APN-REYS#ENACOM 81980211/2021;AVDA. JUAN B. JUSTO;2469;6º        ;A   ;C1414CXA;CABA;CIUDAD DE BUENOS AIRES;(011  )9999-9999;30-2733;02-616;5024 APN-DNAYRT#ENACOM/2021;15/11/2021;15/11/2024
LUMENAC S.A.;30-60116615-8;EX- -APN-REYS#ENACOM 81980211/2021;WILLIAM MORRIS;567;          ;    ;B1603BSE;VILLA MARTELLI;BUENOS AIRES;(011  )4709-3300;30-2733;02-616;5024 APN-DNAYRT#ENACOM/2021;15/11/2021;15/11/2024
LUMINATEC S.R.L.;30-71622761-4;EX- -APN-SDYME#ENACOM 4568249/2019;LEANDRO N. ALEM;1026;4;H   ;C1001AAS;CABA;CIUDAD DE BUENOS AIRES;(011  )3088-1999;30-2870;0;5902 APN-DNAYRT#ENACOM/2023;28/06/2023;28/06/2026
LÜSQTOFF ARGENTINA S.A.;30-71207115-6;EX- -APN-REYS#ENACOM 123292197/2023;MANUEL BELGRANO;1068;          ;    ;B1704ETV;RAMOS MEJIA;BUENOS AIRES;(011  )6146-8386;30-2904;02-654;10176 -APN-DNAYRT#ENACOM/2023;21/11/2023;21/11/2026
