empresa,telefono,es_movil,email,sitio_web,rubro,ciudad
Escuela Especial Prospero García,+543814525089,no,prospero.garcia@yahoo.com,,school,San Miguel de Tucuman
Hospital Colonia Juan Maria Obarrio,+543814330781,no,,https://m.facebook.com/hospitaljuanobarrio/,hospital,San Miguel de Tucuman
Banco Nación,+543814503800,no,,https://www.bna.com.ar/,bank,San Miguel de Tucuman
El Ateneo,+543814310560,no,tucuman@elateneo.com,https://www.yenny-elateneo.com/,books,San Miguel de Tucuman
Positano,+543814323000,no,,,restaurant,San Miguel de Tucuman
Instituto Técnico UNT,+54 381 4247752,no,,,college,San Miguel de Tucuman
Vea,+5438147331000,no,,https://www.vea.com.ar/,supermarket,San Miguel de Tucuman
Instituto Doctor Carlos Pellegrini,+543814245375,no,,http://www.pellegrinituc.com.ar/,school,San Miguel de Tucuman
Che! Pizza,+54 381 421 0339,no,chepizza@hotmail.com,,restaurant,San Miguel de Tucuman
Escuela Ramón Paz Posse,+3814269845,no,,,school,San Miguel de Tucuman
Escuela de Todos,+543814368600,no,,,school,San Miguel de Tucuman
Car Noa,+54 381 485-9800,no,internet@car-noa.com,http://www.car-noa.com/,car,San Miguel de Tucuman
Yuhmak,+54 381 451-8863,no,ventas@yuhmak.com.ar,https://www.yuhmak.com/,motorcycle,San Miguel de Tucuman
Belvi,+54 381 422-1745,no,ventas@belvisrl.com.ar,http://www.belvisrl.com.ar/,motorcycle,San Miguel de Tucuman
Banco COMAFI,+543814227021,no,,https://www.comafi.com.ar/,bank,San Miguel de Tucuman
Itaú,+541152771400,no,,https://www.itau.com.ar/,bank,San Miguel de Tucuman
Vea,+548109999832,no,,https://www.vea.com.ar/,supermarket,San Miguel de Tucuman
Atlas,+543814337702,no,,https://www.cineatlasweb.com.ar/,cinema,San Miguel de Tucuman
Comisaría N° 12,+543814347787,no,,,police,San Miguel de Tucuman
Escuela Secundaria Doctor Leandro N. Alem,+543814526311,no,secundarialeandroalem@gmail.com,,school,San Miguel de Tucuman
Sanatorio Paquini,+543814310348,no,administracion@sanatoriopasquini.com.ar,https://sanatoriopasquini.com.ar/,hospital,San Miguel de Tucuman
Comodin,03815258928,no,,https://www.comodinencasa.com.ar/,supermarket,San Miguel de Tucuman
Gymnasium de la UNT,54 0381 4215375,no,,http://dgisrv15.unt.edu.ar/gym/,school,San Miguel de Tucuman
CSS Guillermina 2,+543816799873,no,guillermina2sp@gmail.com,,fuel,San Miguel de Tucuman
Universidad del Norte Santo Tomás de Aquino,+543814101141,no,ciu@unsta.edu.ar,https://www.unsta.edu.ar/,university,San Miguel de Tucuman
Colegio San José de Calasanz,+543814346388,no,,https://www.instagram.com/colegiocalasanztucuman/,school,San Miguel de Tucuman
Sanatorio Modelo,+543814979500,no,gerencia@sanatoriomodelosa.com.ar,https://www.sanatoriomodelosa.com.ar/,hospital,San Miguel de Tucuman
Centro de Diagnóstico por Imágenes - MATSA,+54 381 455 6300,no,,http://www.matsa.com.ar/,laboratory,San Miguel de Tucuman
Centro de Dignóstico Nuclear - CDN,+543814217676,no,,,laboratory,San Miguel de Tucuman
Centro Privado de Cardiología - CPC,+543814305330,no,,,hospital,San Miguel de Tucuman
Megacentro de Compras Gómez Pardo,+54 381 420-0558,no,,https://www.gomezpardo.com.ar/,supermarket,San Miguel de Tucuman
PAMI Instituto Nacional de Servicios Sociales para Jubilados y Pensionados,138,no,,https://www.pami.org.ar/,government,San Miguel de Tucuman
Axion,+543813444046,no,,https://www.axionenergy.com/,fuel,San Miguel de Tucuman
YPF,+54 387 244 5379,no,,https://www.ypf.com/,fuel,Salta
Comisaría Primera,+54 387 421 2222,no,,,police,Salta
La Casona del Molino,+54 387 434 2835,no,,,restaurant,Salta
Centro de Salud 17 Barrio San Remo,+54 387 4270747,no,,,doctors,Salta
Vea Cencosud,+54 387 4311428,no,,https://supermercadosvea.com.ar/,supermarket,Salta
Comodin,,no,info@supermercadoscomodin.com,https://supermercadoscomodin.com/,supermarket,Salta
Avis,+54 387 4222540,no,,,car_rental,Salta
Hertz Salta Center,+54 9 11 3900 4533,si,reservas@hertz.ar,https://www.hertz.com.ar,car_rental,Salta
Escuela Doctor Joaquín Castellanos,+54 387 428 0762,no,,,school,Salta
Domingo Faustino Sarmiento,513874223491,no,,,school,Salta
"La Escuela N° 4028 ""Brigadier Juan Álvarez de Arenales""",+3874954652,no,,,school,Salta
Colegio San Lucas,+3874314030,no,sanlucascolegio@gmail.com,,school,Salta
Escuela General José de San Martín.,+54 387 421 5418,no,,,school,Salta
Confiterìa San José,+54 387 422 1246,no,,,restaurant,Salta
Oficina Unica (trámites Policiales),4312711-4216143-4373190,no,,,government,Salta
HMD-MOTOS,+54 387 684 4490,no,hmd1000@yahoo.com.ar,,motorcycle_repair,Salta
Dante Suspensiones,+54 387 426 2773,no,,,car_repair,Salta
Manos Limpias,+54 387 4222969,no,,,laundry,Salta
Lave-Rap,+54 387 4317283,no,,www.laverap.com,laundry,Salta
Macowens,+54 387 421 2554,no,,https://www.macowens.com.ar/,clothes,Salta
Iglesia el Rio,+54 387 431 7265,no,,,place_of_worship,Salta
Elasticos Suspension System in Salta,+5494280673,si,,,car_repair,Salta
Gamma,4210032,no,gammaelectrohogar@hotmail.com,,bureau_de_change,Salta
Miguel Toyota Center (VW/Toyota),+54 9 387 15 462 5085,si,,,car_repair,Salta
Café Martínez,+54 387 471-5043,no,saltabalcarce@cafemartinez.com.ar,https://www.cafemartinez.com/,cafe,Salta
Distribuidora Yñigo Genio,,no,distribuidora@ynigogenio.com,http://www.ynigogenio.com,department_store,Salta
Tu Momento,+54 3875 061258,no,,,hairdresser,Salta
La Criollita,+54 387 431 7342,no,,,restaurant,Salta
Panaderia Adriano,+54 387 4317567,no,,,bakery,Salta
Viracocha,+54 387 4212916,no,,,restaurant,Salta
Macacha,+54 387 4316183,no,,,restaurant,Salta
Agencias Tren A Las Nubes,,no,ventas@trenalasnubes.com.ar,,travel_agency,Salta
Salta Free Tour,+14122532935,no,info@saltafreetour.com,https://www.saltafreetour.com,travel_agency,Salta
100% Sabroso,4225388,no,,,fast_food,Salta
Laboratorio Ruiz Moreno,+54 387 431 4452,no,laboratorioruiz-moreno@hotmail.com,https://www.labruizmoreno.com.ar/,clinic,Salta
Alto Turismo,+54 387 431 9769,no,,https://www.altroturismo.com.ar/,travel_agency,Salta
Turismo Tastil,+54 387 431 1223,no,,https://www.turismotastil.com.ar/,travel_agency,Salta
Soporte Salta,+543876181860,no,soportesalta@outlook.com,https://soportesalta.com,computer,Salta
Rent a Car Salta,+543874223448,no,reservas@saltarentacar.com,http://www.saltarentacar.com,car_rental,Salta
Cónsul Honorario de la República Federal de Alemania,+54 387 422 90 88,no,salta@hk-diplo.de,,diplomatic,Salta
Hospital Privado Tres Cerrito,+54 387 439 8880,no,,https://hp3c.com.ar/,hospital,Salta
Sixt,+54 387 4216064,no,salta@sixt.com.ar,,car_rental,Salta
La Candelaria Parilla,+54 387 422 3845,no,,,restaurant,Salta
Mikuna Huasi,+54 387 503 8158,no,,,restaurant,Salta
Salita - Centro de Salud Campo Caseros,+54 3874311245,no,,,hospital,Salta
Super Chagra,+54 387 431 0722,no,,,supermarket,Salta
Kosas de Kasas,+54 387 463-9560,no,,,art,Salta
Pieve Salud,+54 387 4217501,no,pievesalud@pieve.com.ar,https://www.grupopieve.com/centromedico-sal.html,clinic,Salta
De Altura - Viajes y Turismo,+54 387 422 3487,no,,https://dealtura.com.ar,travel_agency,Salta
Tienda La Fortuna,+54 387 421 4391,no,tiendalafortunasalta@gmail.com,,clothes,Salta
Tacchi Moda y Accesorios,+54 387 605 3934,no,tacchiargentina@gmail.com,http://www.facebook.com/tacchiargentina,gift,Salta
Café Martínez,+54 387 421-8473,no,portalsalta@cafemartinez.com.ar,https://www.cafemartinez.com/,cafe,Salta
Café Martínez,+54 387 427-1660,no,saltapaseolibertad@cafemartinez.com.ar,https://www.cafemartinez.com/,cafe,Salta
Café Martínez,+54 387 421-9604,no,salta@cafemartinez.com.ar,https://www.cafemartinez.com/,cafe,Salta
Digital Print,+54 387 471 8327,no,digitalprint@live.com.ar,,copyshop,Salta
La Cefira,+54 387 421-4922,no,,,restaurant,Salta
MPC car rental,+5491134210202,si,,https://www.rentacarmpc.com/,car_rental,Salta
colegio belgrano,+54 387 404 7143,no,,,department_store,Salta
Bartom,+54 387 421 3850,no,,,restaurant,Salta
M y M,+54 387 486 5274,no,,,department_store,Salta
Sandwichera martin,+54 9 387 453 0837,si,,,department_store,Salta
Almacén Abel,+54 387 455 3142,no,,,department_store,Salta
Irene Almacén,439 0331,no,,,department_store,Salta
Silvia romeri,+54 387 574 2401,no,,,department_store,Salta
Juan usedo,+54 387 463 5253,no,,,department_store,Salta
Toledo,+54 387 408 8995,no,,,department_store,Salta
María lescano,+54 387 674 2573,no,,,department_store,Salta
nilda gomez,+54 387 678 5742,no,,,department_store,Salta
pablo mendez,+54 3877 45 2654,no,,,department_store,Salta
Silvia perez,+54 387 456 7455,no,,,department_store,Salta
Pablo ortiz,+54 387 574 1962,no,,,department_store,Salta
María belmonte,+54 387 424 5985,no,,,department_store,Salta
María jose,+54 387 514 2356,no,,,department_store,Salta
Lacteos mercedes,+54 387 487 5224,no,,,department_store,Salta
Clínica de la Merced,0384219212,no,clinica_lamerced@yahoo.com.ar,https://www.clinicadelamerced.com/,clinic,Salta
La Coya Empanadas,+54 387 431-9721,no,,,fast_food,Salta
Transfer VIP NOA,+54 387 578-1748,no,,https://transfersalta.com/,travel_agency,Salta
Centro de Salud N° 41 Gerónimo Angelitti,+54 387 439 9622,no,,,centre,Salta
La Maïté Enpanadas,4214546,no,,,fast_food,Salta
Das rent a car,+5493874403852,si,,,car_rental,Salta
Dexotic.com,+543875271499,no,info@dexotic.com,https://www.dexotic.com/,travel_agency,Salta
MTB Aventura Salta,+544215971,no,info@mtbsalta.com,https://www.mtbsalta.com/,travel_agency,Salta
Pucará Rent A Car,+54 9 387 583-7097,si,,https://www.rentacarpucara.com.ar/,car_rental,Salta
Tazmania Delivery,+54 387 535 8765,no,,,restaurant,Salta
Solid,+54 387 6207303,no,administracion@solidmd.com.ar,https://www.solidmd.com.ar/,yes,Salta
centro de salud 18 Portezuelo,+54 387 4282532,no,,,hospital,Salta
Taller TOP MOTO,+54 387 423 5532,no,,,car_repair,Salta
La Rosadita Restaurant,+54 387 421 9226,no,,,restaurant,Salta
Western Union,0810444100,no,,https://wu.com/ar,financial,Salta
Norte Rental Alquiler Autos & Motos,+54 387 4698200,no,,https://www.norterental.com/,motorcycle,Salta
Farmacias del Valle,+54 387 4317578,no,,,pharmacy,Salta
LavaSalta,+54 387 4218005,no,,https://www.instagram.com/lavasalta,laundry,Salta
Condor Moto Trip & Rental,+54 9 387 4636171,si,,https://condormototrip.com/,motorcycle,Salta
Naranja X,+54 810 3336272,no,,naranja.com,bank,Salta
Corona Pizza,+54 387 6399363,no,,,fast_food,Salta
Cardamomo,+54 387 2200559,no,,https://www.monline.com.ar/Cardamomo,restaurant,Salta
Abuelo Francisco,+54 387 4227886,no,,,bakery,Salta
Colegio Sta. Isabel de Hungría,+54 387 421 2110,no,,https://colegiosantaisabeldehungria.com/,school,Salta
SashaDesigns,+5493874684425,si,ventas@sashadesigns.com.ar,https://sashadesigns.com.ar,furniture,Salta
Tierra de Güemes,+542902451869,no,,,restaurant,Salta
Centro De Salud 27 Barrio Intersindical,+54 387 4240899,no,,,hospital,Salta
Centro de Salud 03 Barrio Hernando de Lerma,+54 387 4375060,no,,,hospital,Salta
Centro de Salud 05 Barrio Castañares Viejo,+54 387 4394115,no,,,hospital,Salta
Centro de Salud Nº 6 Barrio El Manjón,+54 387 4281393,no,,,hospital,Salta
Centro De Salud 08 Barrio El Tribuno,+54 387 4241412,no,,,hospital,Salta
Centro de Salud 10 Barrio 20 de Febrero,+54 387 4210189,no,,,hospital,Salta
Centro De Salud 11 Barrio Ciudad Del Milagro,+54 387 4254370,no,,,hospital,Salta
Centro De Salud 12 Barrio Santa Lucía,+54 387 5 095 903,no,,,fast_food,Salta
Centro de Salud 54 Barrio San Ignacio,+54 387 435 3500,no,,,hospital,Salta
Centro de Salud 53 Villa Cristina,+54 387 4230139,no,,,hospital,Salta
Vicaria San Francisco Solano,+54 387 5293648,no,elianaemolinas@gmail.com,,place_of_worship,Salta
Centro de Salud 44 Barrio Floresta,+54 387 4281927,no,,,hospital,Salta
Millenium Computacion,4215177,no,ventas@milleniumcomputacion.com.ar,https://milleniumcomputacion.com.ar/,computer,Salta
ShamRock Barberia,+54 9 3875 82-7058,si,,,hairdresser,Salta
Patio San Francisco,+543874883241,no,,https://linktr.ee/patiosanfrancisco,restaurant,Salta
Farmacias San Francisco Sucursal Avenida Bolivia,+543876711924,no,,,pharmacy,Salta
Guía Comercial Salta,3874572170,no,info@guiacomercialsalta.com.ar,https://guiacomercialsalta.com.ar,advertising_agency,Salta
Dirección General de Inmuebles,+54 387 421 5631,no,,https://inmuebles.gov.ar,government,Salta
Bz Hardware,+54 387 508 1910,no,,,computer,Salta
Estacionamiento Masciarelli,387421021,no,,,parking,Salta
Sarmiento Bikes,+54 387 459 5541,no,,,bicycle,Salta
Kimchirang,+54 387 210 5809,no,,,restaurant,Salta
Centro de Salud 15 Barrio Castañares,+54 387 4250917,no,,,clinic,Salta
Colegio San Pablo,+54 387 436 1583,no,correo@sanpablosalta.edu.ar,https://sanpablosalta.edu.ar,school,Salta
Centro Educativo N° 8171 Fe y Alegría,+54 387 435 4423,no,,,school,Salta
Escuela N° 4012 Pdte. Julio Argentino Roca,+54 387 423 3463,no,escuelaroca@yahoo.com.ar,,school,Salta
Dia,+54 810 222 5315,no,,,supermarket,Salta
Macro,+54 387 425 3721,no,,,bank,Salta
Frigorifico Bermejo,+54 387 4253030,no,,,butcher,Salta
LA FLOR,+54 387 425 5161,no,,,pharmacy,Salta
Registro Civil Ciudad del Milagro,+54 387 4250559,no,,,government,Salta
Fiani,+54 387 431-1602,no,,,car,Salta
Yuhmak,+54 387 496-0992,no,ventas@yuhmak.com.ar,https://www.yuhmak.com/,motorcycle,Salta
Centro de Salud 49 Barrio General Belgrano,+54 387 4250300,no,,,hospital,Salta
Corralón TIto,+543875028495,no,,https://corralontito.business.site/,trade,Salta
Empanadas La Nona,+543876358081,no,,,fast_food,Salta
Farmacia América,+543874219519,no,,,pharmacy,Salta
Finotti Diesel,+543874237880,no,,,car_repair,Salta
Escuela Nº4316 Juana Azurduy de Padilla,+54 387 423-6980,no,juanaazurduydepadilla@hotmail.com,,school,Salta
Lotería de Salta,+543874211238,no,,,lottery,Salta
Corralón Soto,+543874232634,no,,,trade,Salta
Municipalidad de Salta - Medio Ambiente,+548007774400,no,,,townhall,Salta
Electromecanica Machila,+543874127937,no,,,car_repair,Salta
Panadería La Cumbre,+54 387 439 9249,no,,,bakery,Salta
Damesco,+543874361020,no,,https://www.damesco.com.ar/,supermarket,Salta
Peluquería Ricardo,+543876852459,no,,,hairdresser,Salta
Escuela Técnica N° 8,+54 387 423 6980,no,,https://guia-salta.escuelasyjardines.com.ar/ESCUELA-DE-EDUCACION-TECNICA-JUANA-AZURDAY-DE-PADILLA-EX-N-8-salta-capital-salta-i31532.htm,school,Salta
Veterinaria La Huella,+543875068745,no,,,veterinary,Salta
"Escuela Nº 4741 ""Dr. Gustavo ""Cuchi"" Leguizamón""",+54 387 462 4319,no,,,school,Salta
Comisaria N°104 - DUR 1 - Barrio Palermo,+54 387 436 5564,no,,https://web.policiadesalta.gob.ar/,police,Salta
Macro,3874364303,no,,https://www.macro.com.ar/,bank,Salta
Centro de Salud 4,+54 3874375063,no,,,hospital,Salta
Centro de Salud 9 Villa Lavalle,+54 387 4350191,no,,,hospital,Salta
Escuela Doctor Indalecio Gomez,+54 387 421 6443,no,escuelaindaleciogomez@gmail.com,http://www.escuelaindaleciogomez.site,school,Salta
Control Linea 1C,4 238118,no,saeta.usuarios@gmail.com,https://saetasalta.com.ar/saetaw/,bus_station,Salta
YPF,+54 387 432 0363,no,,https://www.ypf.com/,fuel,Salta
Colegio Salesiano Ángel Zerda,+54 387 421 2793,no,,,school,Salta
Banco Provincia,+54 221 429 0100,no,,,bank,La Plata
Teatro Coliseo Podestá,+54 0221 4248457,no,,http://www.coliseopodesta.laplata.gov.ar/,theatre,La Plata
Cervecería Alemana,+54 221 482 6746,no,,,bar,La Plata
Registro Civil,,no,cqr@jg.gba.gov.ar,http://www.gob.gba.gov.ar/portal/registro,government,La Plata
Biblioteca Pública,4236607,no,,https://biblio.unlp.edu.ar/,library,La Plata
Parroquia Nuestra Señora del Valle,+54 221 421 3922,no,,,place_of_worship,La Plata
Unidad Sanitaria 19 De Berisso,+54 221 424 8655,no,,,clinic,La Plata
Comisaría Berisso 4°,+54 221 423 1924,no,,,police,La Plata
El Aguila,+54 221 421 0892,no,,,pharmacy,La Plata
Frávega,+54 221 4225812,no,,,electronics,La Plata
Banco Santander,+54 221 410 7600,no,,https://www.santander.com.ar,bank,La Plata
Superintendencia de Servicios Sociales,+54 221 423 1914,no,,http://www.sersoc.org.ar,government,La Plata
Ortopedia LOI,+54 221 4244324,no,,,yes,La Plata
Santander,+54 221 410 2800,no,,https://www.santander.com.ar,bank,La Plata
Ensamble Musical,+54 221 423 1610,no,ensamblemusical@gmail.com,,musical_instrument,La Plata
Arrieta,+54 221 489 1773,no,,,pharmacy,La Plata
Bruno,+54 221 421 0984,no,,,pharmacy,La Plata
Corsico,+54 221 421 0892,no,,,pharmacy,La Plata
Crivaro,+54 221 457 3957,no,,,pharmacy,La Plata
Dalton,+54 221 421 1495,no,,,pharmacy,La Plata
Del Centro,54 0221 4210331,no,,,pharmacy,La Plata
Del Nuevo Teatro,+54 221 483 4705,no,,,pharmacy,La Plata
Della Casa,+54 221 422 9440,no,,,pharmacy,La Plata
Doctor Uribe,+54 221 451 0691,no,,,pharmacy,La Plata
Antica,+54 221 427 8126,no,,,restaurant,La Plata
El Indio S.C.S.,+54 221 423 3453,no,,,pharmacy,La Plata
Nagy S.C.S(EliÇabe),+54 221 424 1902,no,,,pharmacy,La Plata
Banco Provincia,+54 221 482 7385,no,,,bank,La Plata
Casa Muzik,+54 221 489 8336,no,,,musical_instrument,La Plata
Banco Santander,+54 221 410 2700,no,,https://www.santander.com.ar,bank,La Plata
Delegación La Plata,+54 221 483 0011,no,,https://www.argentina.gob.ar/policia-federal-argentina,police,La Plata
Fagnani,+54 221 421 0460,no,,,pharmacy,La Plata
Fariña,+54 221 452 0886,no,,,pharmacy,La Plata
Farluz S.C.S.,+54 221 451 5711,no,,,pharmacy,La Plata
Fragasso,+54 221 452 9923,no,,,pharmacy,La Plata
Bet-El,+54 221 427 6542,no,,,laundry,La Plata
Galicia Más,+54 221 423 5644,no,,https://www.galiciamas.com.ar/,bank,La Plata
Thionis,+54 221 427 4442,no,,,ice_cream,La Plata
Escuela Educación Media Nº6 - Republica de México,+54 221 421 5849,no,,,school,La Plata
ABC Musica,+54 221 422 1567,no,,,musical_instrument,La Plata
Che Music,+54 221 422 5978,no,,http://www.che-music.com.ar,musical_instrument,La Plata
Drum Shop,+54 221 489 4845,no,,,musical_instrument,La Plata
Eco Music,54 0221 4277762,no,,,musical_instrument,La Plata
EdenLP,+54 221 483 2595,no,,,musical_instrument,La Plata
La Central,+54 221 483 8649,no,,,musical_instrument,La Plata
Musicalidad 41,+54 221 424 8876,no,,,musical_instrument,La Plata
Musicmans,+54 221 483 8147,no,,,musical_instrument,La Plata
Instituto Movilizador de Fondos Cooperativos,+54 221 425 3978,no,,,government,La Plata
Cinema Rocha,+54 221 425 9873,no,,http://www.cinemalaplata.com/,cinema,La Plata
Banco Nación,+54 221 427 0830,no,,http://www.bna.com.ar/,bank,La Plata
Santander,+54 221 410 6100,no,,https://www.santander.com.ar,bank,La Plata
Macro,+54 221 422 4421,no,,,bank,La Plata
Club de Ajedrez La Plata,+54 221 421 6605,no,,http://www.ajedrezplatense.com.ar/,community_centre,La Plata
Arquitecto Alejandro Sago,+54 221 482 2569,no,alejandro@alejandrosago.com.ar,https://alejandrosago.com.ar/,architect,La Plata
Sagrado Corazón de Jesús (Los Hornos),+54 221 456 0661,no,,,place_of_worship,La Plata
San Cayetano,+54 221 479 3081,no,,,place_of_worship,La Plata
San Miguel Arcángel,+54 221 482 4491,no,,,place_of_worship,La Plata
San Pablo,+54 221 483 3347,no,,,place_of_worship,La Plata
Santa Lucía (Villa Rivera),+54 221 482 0250,no,,,place_of_worship,La Plata
Escuela N° 65 - Bartolome Mitre (EGB),+54 221 421 5676,no,,,school,La Plata
