empresa,cuit,telefono,localidad,provincia,tel_util
TELEMONITOREO S.A.,30-68823335-2,(011  )4957-0182,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TELEQUIPO S.A.,30-62686462-3,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
TELERGY S.A.,30-70890631-6,(011  )4806-2277,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TELESERV ARGENTINA S.R.L.,30-70846284-1,(011  )5595-1753,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TELESPAZIO S.P.A.,30-68251835-5,(011  )4110-1306,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TELETEX S.A.,30-59787608-0,(011  )4342-8074,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TELEUSHUAIA S.A.,30-60739496-9,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
TELEXTORAGE S.A.,30-69688102-9,(011  )5238-3500,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TELINEX S.A.I.C.,33-50415160-9,(011  )4312-1312,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TELINVER S.A.,30-65411876-7,(011  )4348-1890,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
TELLEX S.A.,30-63040207-3,(011  )4904-0382,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TELMEX ARGENTINA S.A.,33-69509841-9,(011  )4000-3030,CABA,CIUDAD DE BUENOS AIRES,si
TELTRONIC S.A.,30-70744258-8,(011  )4894-1321,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
TELTRONICS S.A.,33-65851649-9,(011  )4372-7593,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
TEMPEL S.A.,30-70719188-7,,CABA,CIUDAD DE BUENOS AIRES,no
TEMTEC S.A.,30-70797770-8,(011  )4862-0062,CABA,CIUDAD DE BUENOS AIRES,si
TENACTA S.A.,30-68263948-9,(011  )4554-7444,CABA,CIUDAD DE BUENOS AIRES,si
TERMOMETRIA ARGENTINA S.A.,30-70997078-6,(011  )4773-1139,CABA,CIUDAD DE BUENOS AIRES,si
TESAM ARGENTINA S.A.,30-68732541-5,(011  )4114-2254,CABA,CIUDAD DE BUENOS AIRES,si
TESLA ARGENTINA S.R.L.,30-71937441-3,(011  )4114-5509,CABA,CIUDAD DE BUENOS AIRES,si
TESMA S.A.I.C.,30-54727362-8,,FLORIDA OESTE,BUENOS AIRES,no
TESTO ARGENTINA S.A.,30-70803189-1,,CABA,CIUDAD DE BUENOS AIRES,no
TEVE COMPRAS 2001 S.R.L.,30-68845272-0,(011  )4857-5050,CABA,CIUDAD DE BUENOS AIRES,si
TEVELAM S.R.L.,30-60443849-3,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
TEVYCOM FAPECO S.A.,33-51703033-9,,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
TEYPE S.A.,30-70837513-2,(011  )4717-0171,MARTINEZ,BUENOS AIRES,si
THE WALT DISNEY COMPANY (ARGENTINA) S.A.,30-63984459-1,(011  )4814-8500,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TLRD ARGENTINA S.A.,30-71418871-9,(011  )3180-9306,CABA,CIUDAD DE BUENOS AIRES,si
TODOFAX S.R.L.,30-64077248-0,(011  )4312-6489,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
TODOMUSICA S.A.,30-60966180-8,(011  )5544-8000,CABA,CIUDAD DE BUENOS AIRES,si
TOKO ARGENTINA S.A.,30-68826020-1,(011  )4831-1007,CABA,CIUDAD DE BUENOS AIRES,si
"TORRADO, EDUARDO DANIEL",20-11684686-2,(011  )4589-5307,CABA,CIUDAD DE BUENOS AIRES,si
TOSHIBA DE ARGENTINA S.R.L.,30-71196559-5,(011  )4516-1500,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TOTAL HOME S.A.,30-71179042-6,,CABA,CIUDAD DE BUENOS AIRES,no
TOTALNEO S.R.L.,30-71512360-2,(011  )2303-4606,CABA,CIUDAD DE BUENOS AIRES,si
TOYOTA ARGENTINA SOCIEDAD ANONIMA,33-67913936-9,,CABA,CIUDAD DE BUENOS AIRES,no
TOYOTA MATERIAL HANDLING MERCOSUR INDUSTRIA E COMERCIO DE EQUIPAMENTOS LIMITADA,30-70868780-0,(011  )4846-1200,CABA,CIUDAD DE BUENOS AIRES,si
TP-LINK S.R.L.,30-71238644-0,(011  )4516-0399,CABA,CIUDAD DE BUENOS AIRES,si
TRACK MAR S.A.C.I.,30-56304491-4,(011  )3805-8378,EL TALAR,BUENOS AIRES,si
TRACKING IOT ARGENTINA S.A.,30-71879111-8,,VENADOS GRANDES,CHACO,no
TRAFIC COMUNICACIONES S.R.L.,30-71116426-6,(011  )4555-6565,CABA,CIUDAD DE BUENOS AIRES,si
TRAMEC ELECTRONICA S.R.L.,30-50443891-7,(011  )4799-1922,OLIVOS,BUENOS AIRES,si
TRANE DE ARGENTINA S.A.,30-66210229-2,(011  )4730-6000,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TRANS INDUSTRIAS ELECTRONICAS S.A.,30-61075313-9,(011  )4778-7670,CABA,CIUDAD DE BUENOS AIRES,si
TRANSISTEMAS S.A.,30-58734476-5,(011  )4590-3600,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
TRANSLAB S.A.,30-70802421-6,(011  )3535-0940,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TRASCOPIER S.A.,30-64642020-9,(011  )6344-0031,CABA,CIUDAD DE BUENOS AIRES,si
TRIADA TEC S.R.L.,30-71054872-9,(011  )4501-3939,CABA,CIUDAD DE BUENOS AIRES,si
TRIALCOM S.R.L.,30-71230919-5,(011  )4957-6788,CABA,CIUDAD DE BUENOS AIRES,si
TRIBAL S.A.,30-62242235-9,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
TRIMER S.A.,30-58381535-6,(011  )4774-4470,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
TSC S.A.,30-70776107-1,(011  )4983-0789,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
TTN S.A.,30-70733184-0,(011  )4805-3486,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TYROS TRADE S.R.L.,30-66196532-7,(011  )4795-1668,FLORIDA,BUENOS AIRES,si
UBICAR S.R.L.,30-70052972-6,(011  )4893-1471,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
UNIBELL ARGENTINA S.A.,30-67660924-1,,CABA,CIUDAD DE BUENOS AIRES,no
UNIFY COMMUNICATIONS S.A.,30-71022836-8,(011  )6091-4000,CABA,CIUDAD DE BUENOS AIRES,si
UNIMICRO ARGENTINA S.A.,30-64302452-3,(011  )4382-2385,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
UNISYS SUDAMERICANA S.R.L.,34-52550553-9,(011  )4343-1666,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
UNITCOM S.A.,30-69450644-1,(011  )4863-5125,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
UNITRONIC S.A.,30-55448211-9,(011  )4361-1222,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
US ROBOTICS AMERICAS LLC (SUCURSAL ARGENTINA),30-70743087-3,(011  )4014-9422,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
UTOPIX NETWORKS S.A.,30-70962111-0,(011  )4779-3900,CABA,CIUDAD DE BUENOS AIRES,si
UWERSI S.A.,30-55904302-4,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
"VALLINA, CARLOS ALBERTO",20-11018603-8,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
VEC S.R.L.,30-61564727-2,(011  )4756-0461,MUNRO,BUENOS AIRES,si
VELOCOM ARGENTINA S.A.,30-69560390-4,(011  )4103-1300,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
VELUX ARGENTINA S.A.,30-69554643-9,(0348 )4639-0944,DEL VISO,BUENOS AIRES,si
VERIFONE (ARGENTINA) S.A.,30-68252654-4,,CABA,CIUDAD DE BUENOS AIRES,no
VERISURE ARGENTINA MONITOREO DE ALARMAS S.A.,33-71630774-9,(011  )3156-9165,CABA,CIUDAD DE BUENOS AIRES,si
VIDISUR S.R.L.,30-67732832-7,(011  )4902-7755,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
VIDITEC S.A.,30-59015101-3,,CABA,CIUDAD DE BUENOS AIRES,no
"VILLARREAL, ELBA BEATRIZ",27-16231477-2,(011  )4343-7644,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
VILOMA IMPORT S.A.,30-54841677-5,,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
VIRTEC S.R.L.,30-70775861-5,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
VISICOMP S.A.,30-60015943-3,(011  )4856-5764,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
VISTEON S.A.,30-59668114-6,,CABA,CIUDAD DE BUENOS AIRES,no
VISUALTEL ARGENTINA S.A.,30-70504053-9,(011  )4816-8088,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
VISUAR S.A.,30-65553446-2,(011  )4109-3000,CABA,CIUDAD DE BUENOS AIRES,si
VITELCOM MEXICO S.A. DE C.V.,30-70871170-1,(011  )5032-3388,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
VOLKSWAGEN ARGENTINA S.A.,30-50401884-5,(011  )4317-9218,GENERAL PACHECO,BUENOS AIRES,si
VOLVO TRUCKS & BUSES ARGENTINA S.A.,30-51615064-1,(011  )3701-8203,CABA,CIUDAD DE BUENOS AIRES,si
VORTEX7 S.A.,30-70939538-2,(011  )4706-0372,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
VOUGA S.A.,30-70949727-4,(011  )4918-0008,CABA,CIUDAD DE BUENOS AIRES,si
VOX & SON S.A.,30-64572903-6,(011  )4811-0580,CABA,CIUDAD DE BUENOS AIRES,si
VR MARINE ELECTRONICS S.R.L.,30-59564412-3,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
W.C.I. DE ARGENTINA S.A.,30-69613377-4,,CABA,CIUDAD DE BUENOS AIRES,no
WAMA S.A.,30-51969161-9,(011  )4306-0777,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
WANTACH S.R.L.,30-71609081-3,(011  )5043-1256,CABA,CIUDAD DE BUENOS AIRES,si
WATCH LAND S.A.,30-69380763-4,(011  )5254-1250,CABA,CIUDAD DE BUENOS AIRES,si
WATCOM S.A.,30-63602959-5,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
WATER SERVICE INTERNATIONAL S.R.L.,30-70829476-0,(011  )4544-7272,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
WATTMAN S.A.,30-51638683-1,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
WAYPOINT S.R.L.,30-71054487-1,,CABA,CIUDAD DE BUENOS AIRES,no
WEATHERFORD INTERNATIONAL DE ARGENTINA S.A.,30-64570594-3,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
WEB LOGIST BUSINESS S.A.,30-71104499-6,(011  )4218-5500,LANUS OESTE,BUENOS AIRES,si
WEG EQUIPAMIENTOS ELECTRICOS S.A.,30-66916066-2,(03564)42  -1484,SAN FRANCISCO,CORDOBA,si
WELCH ALLYN INTERNATIONAL VENTURES INC. SUCURSAL ARGENTINA,30-71092977-3,(011  )5550-9970,CABA,CIUDAD DE BUENOS AIRES,si
WEST FUN S.A.,30-71402296-9,,CABA,CIUDAD DE BUENOS AIRES,no
WILO SALMSON ARGENTINA S.A.,30-69437902-4,(011  )4361-5929,CABA,CIUDAD DE BUENOS AIRES,si
WINGED S.A.,30-71105062-7,(011  )4342-1702,CABA,CIUDAD DE BUENOS AIRES,si
WIRCOM ARGENTINA S.A.,30-70868233-7,,ESQUINA,CORRIENTES,no
WIRELESS TIGRE S.A.,30-71611263-9,(011  )5235-8564,SAN FERNANDO,CIUDAD DE BUENOS AIRES,si
WISEHOOD S.A.,30-70976144-3,(011  )5252-6262,CABA,CIUDAD DE BUENOS AIRES,si
WORLD SECURITY S.A.,30-69874400-2,(011  )4775-5555,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
WORLD WIDE PROFESSIONAL SUPPLIES S.A.,30-70742246-3,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
WPG S.R.L.,30-71131035-1,,CABA,CIUDAD DE BUENOS AIRES,no
XEROX ARGENTINA I.C.S.A.,30-54168237-2,(011  )4703-7933,MARTINEZ,BUENOS AIRES,si
XIDEN S.A.C.I.,30-52069518-0,(011  )5520-8700,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
XN ARGENTINA S.A.,30-71009586-4,(011  )4780-4441,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
XYLEM WATER SOLUTIONS ARGENTINA S.R.L.,30-58133761-9,(011  )6584-2006,CABA,CIUDAD DE BUENOS AIRES,si
YAMAHA MOTOR ARGENTINA S.A.,30-68723475-4,(0237 )428 -9000,CABA,CIUDAD DE BUENOS AIRES,si
YARA ARGENTINA S.A.,30-68310903-3,(011  )5169-6480,CABA,CIUDAD DE BUENOS AIRES,si
YEDRO COMUNICACIONES S.R.L.,30-65818264-8,(0341 )482 -1812,ROSARIO,SANTA FE,si
YOKOGAWA AMERICA DO SUL LIMITADA,30-70996878-1,(011  )5199-0299,CABA,CIUDAD DE BUENOS AIRES,si
YPF S.A.,30-54668997-9,,CABA,CIUDAD DE BUENOS AIRES,no
ZANELLA HNOS. Y CIA. S.A.C.I.F.I.,30-50249857-2,(011  )2806-2437,CASEROS,BUENOS AIRES,si
ZEBRA TECHNOLOGIES ARGENTINA S.A.,30-68243052-0,,VICENTE LOPEZ,BUENOS AIRES,no
"ZEITLIN, JULIO GUILLERMO",20-10195909-1,(011  )4786-0525,CABA,CIUDAD DE BUENOS AIRES,si
"ZILBERMAN, PABLO MARTIN",20-16975424-2,(011  )4825-8806,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
ZIMA TECH S.A.,30-71105825-3,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
ZMG ARGENTINA S.R.L.,30-71037617-0,(0221 )496 -1444,LISANDRO OLMOS,BUENOS AIRES,si
"ZORZONI, GERARDO DANIEL ARMANDO",20-29897379-1,(0351 )560 -2314,CORDOBA,CORDOBA,si
ZTE CORPORATION (SUCURSAL ARGENTINA),30-70898477-5,,CABA,CIUDAD DE BUENOS AIRES,no
ZTY MOTORS S.A.,30-71595472-5,(03462)36  -6851,CABA,CIUDAD DE BUENOS AIRES,si
